web-scraper-order,web-scraper-start-url,link2,link2-href,name,degree,speciality,price,verified,yearsofexp,region
1695140499-48,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Leelamohan PVR,https://www.practo.com/bangalore/doctor/leelamohan-pvr-gynecologist-obstetrician?practice_id=1295322&specialization=General%20Physician&referrer=doctor_listing&page_uid=fecbebf4-86ba-4ee4-91a1-4bbb3e6f0e73,Dr. Leelamohan PVR,"MBBS, MD - General Medicine","Consultant Physician,",₹ 750,Medical Registration Verified,14 Years Experience Overall  (8 years as specialist),J P Nagar
1695140510-49,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Shruti Arya,https://www.practo.com/bangalore/doctor/shruti-arya-general-physician?practice_id=1131816&specialization=General%20Physician&referrer=doctor_listing&page_uid=fecbebf4-86ba-4ee4-91a1-4bbb3e6f0e73,Dr. Shruti Arya,"MBBS, MD - Internal Medicine","General Physician,",₹ 800,Medical Registration Verified,16 Years Experience Overall  (9 years as specialist),Nagasandra
1695140521-50,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Pratyush M,https://www.practo.com/bangalore/doctor/dr-pratyush-miglani-internal-medicine?practice_id=853078&specialization=General%20Physician&referrer=doctor_listing&page_uid=fecbebf4-86ba-4ee4-91a1-4bbb3e6f0e73,Dr. Pratyush M,"MBBS, MD - General Medicine","Internal Medicine,",₹ 600,Medical Registration Verified,15 Years Experience Overall  (11 years as specialist),Jayanagar
1695140543-51,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Balaji Jaganmohan,https://www.practo.com/bangalore/doctor/dr-balaji-jaganmohan-diabetologist?practice_id=1140318&specialization=General%20Physician&referrer=doctor_listing&page_uid=b3ae847f-74ae-4f2b-9168-3dcf55a044d0,Dr. Balaji Jaganmohan,Doctor of Medicine,General Physician,₹ 750,Medical Registration Verified,19 Years Experience Overall,Koramangla
1695140554-52,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Ravi Kumar V N,https://www.practo.com/bangalore/doctor/dr-ravi-kumar-v-n-general-physician?practice_id=1131812&specialization=General%20Physician&referrer=doctor_listing&page_uid=b3ae847f-74ae-4f2b-9168-3dcf55a044d0,Dr. Ravi Kumar V N,"MBBS, DNB - General Medicine","General Physician,",₹ 850,Medical Registration Verified,25 Years Experience Overall  (21 years as specialist),Indiranagar
1695140566-53,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Harish N S,https://www.practo.com/bangalore/doctor/harish-n-s-diabetologist?practice_id=1323213&specialization=General%20Physician&referrer=doctor_listing&page_uid=b3ae847f-74ae-4f2b-9168-3dcf55a044d0,Dr. Harish N S,"MBBS, Fellowship in Diabetes (UK), MD - General Medicine","General Physician,",₹ 500,Medical Registration Verified,14 Years Experience Overall  (10 years as specialist),Bannerghatta
1695140576-54,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. B S Ramesh,https://www.practo.com/bangalore/doctor/dr-b-s-ramesh-1-internal-medicine?practice_id=728755&specialization=General%20Physician&referrer=doctor_listing&page_uid=b3ae847f-74ae-4f2b-9168-3dcf55a044d0,Dr. B S Ramesh,"MBBS, DNB - General Medicine","Internal Medicine,",₹ 850,Medical Registration Verified,47 Years Experience Overall  (40 years as specialist),Bannerghatta
1695140587-55,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Sheetal Kamat,https://www.practo.com/bangalore/doctor/sheetal-kamat-internal-medicine?practice_id=1055989&specialization=General%20Physician&referrer=doctor_listing&page_uid=b3ae847f-74ae-4f2b-9168-3dcf55a044d0,Dr. Sheetal Kamat,"MBBS, DNB - General Medicine","Internal Medicine,",₹ 740,Medical Registration Verified,21 Years Experience Overall  (13 years as specialist),Malleswaram
1695140598-56,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. V Channaraya,https://www.practo.com/bangalore/doctor/dr-v-channaraya-diabetologist?practice_id=930035&specialization=General%20Physician&referrer=doctor_listing&page_uid=b3ae847f-74ae-4f2b-9168-3dcf55a044d0,Dr. V Channaraya,"MBBS, MD - General Medicine","General Physician,",₹ 600,Medical Registration Verified,40 Years Experience Overall,Banashankari
1695140609-57,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Shivaram HR,https://www.practo.com/bangalore/doctor/dr-shivaram-h-r-general-physician?practice_id=1400214&specialization=General%20Physician&referrer=doctor_listing&page_uid=b3ae847f-74ae-4f2b-9168-3dcf55a044d0,Dr. Shivaram HR,"MBBS, MD - Medicine","General Physician,",₹ 600,Medical Registration Verified,22 Years Experience Overall  (16 years as specialist),Kanakpura
1695140620-58,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. S M Fayaz,https://www.practo.com/bangalore/doctor/dr-s-m-fayaz-general-physician?practice_id=1277804&specialization=General%20Physician&referrer=doctor_listing&page_uid=b3ae847f-74ae-4f2b-9168-3dcf55a044d0,Dr. S M Fayaz,"MD - General Medicine, MBBS","General Physician,",₹ 700,Medical Registration Verified,12 Years Experience Overall  (8 years as specialist),Kammanahalli
1695140631-59,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Sheela Abraham,https://www.practo.com/bangalore/doctor/dr-sheela-abraham-general-physician?practice_id=702709&specialization=General%20Physician&referrer=doctor_listing&page_uid=b3ae847f-74ae-4f2b-9168-3dcf55a044d0,Dr. Sheela Abraham,MBBS,General Physician,₹ 700,Medical Registration Verified,36 Years Experience Overall,Domlur
1695140642-60,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Prashant Dinesh,https://www.practo.com/bangalore/doctor/prashant-dinesh-general-physician?practice_id=1389149&specialization=General%20Physician&referrer=doctor_listing&page_uid=b3ae847f-74ae-4f2b-9168-3dcf55a044d0,Dr. Prashant Dinesh,MBBS,"General Physician,",₹ 600,Medical Registration Verified,21 Years Experience Overall,Yeshwanthpur
1695140664-61,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Himashriyamsha,https://www.practo.com/bangalore/doctor/dr-himashriyamsha-general-physician?practice_id=1401018&specialization=General%20Physician&referrer=doctor_listing&page_uid=8598c329-c32f-48f1-8f22-ce53fe569caf,Dr. Himashriyamsha,MBBS,General Physician,₹ 200,Medical Registration Verified,13 Years Experience Overall,Koramangla
1695140675-62,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Steve Paul Manjaly,https://www.practo.com/bangalore/doctor/steve-paul-manjaly-geriatrician?practice_id=728755&specialization=General%20Physician&referrer=doctor_listing&page_uid=8598c329-c32f-48f1-8f22-ce53fe569caf,Dr. Steve Paul Manjaly,"DNB - General Medicine, MBBS",General Physician,₹ 900,Medical Registration Verified,12 Years Experience Overall,Bannerghatta
1695140686-63,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. SS Kumar,https://www.practo.com/bangalore/doctor/dr-ss-kumar-internal-medicine?practice_id=1055989&specialization=General%20Physician&referrer=doctor_listing&page_uid=8598c329-c32f-48f1-8f22-ce53fe569caf,Dr. SS Kumar,"MBBS, MD - General Medicine","Internal Medicine,",₹ 740,Medical Registration Verified,49 Years Experience Overall  (42 years as specialist),Malleswaram
1695140697-64,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Basanth Kumar.S,https://www.practo.com/bangalore/doctor/dr-basanth-kumar-s?practice_id=776696&specialization=General%20Physician&referrer=doctor_listing&page_uid=8598c329-c32f-48f1-8f22-ce53fe569caf,Dr. Basanth Kumar.S,"MBBS, MD - General Medicine","General Physician,",₹ 850,Medical Registration Verified,20 Years Experience Overall  (17 years as specialist),J P Nagar
1695140708-65,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Shashidhar M,https://www.practo.com/bangalore/doctor/dr-shashidhara-g-internal-medicine?practice_id=712236&specialization=General%20Physician&referrer=doctor_listing&page_uid=8598c329-c32f-48f1-8f22-ce53fe569caf,Dr. Shashidhar M,"MBBS, MD - General Medicine","General Physician,",₹ 650,Medical Registration Verified,28 Years Experience Overall  (13 years as specialist),Kammanahalli
1695140719-66,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Harish K V,https://www.practo.com/bangalore/doctor/dr-harish-k-v-diabetologist?practice_id=634957&specialization=General%20Physician&referrer=doctor_listing&page_uid=8598c329-c32f-48f1-8f22-ce53fe569caf,Dr. Harish K V,"MBBS, MD - General Medicine","General Physician,","₹ 1,000",Medical Registration Verified,27 Years Experience Overall  (20 years as specialist),Koramangla
1695140730-67,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Malla Reddy,https://www.practo.com/bangalore/doctor/dr-malla-reddy-internal-medicine?practice_id=728755&specialization=General%20Physician&referrer=doctor_listing&page_uid=8598c329-c32f-48f1-8f22-ce53fe569caf,Dr. Malla Reddy,"MBBS, MD - General Medicine","Internal Medicine,",₹ 850,Medical Registration Verified,22 Years Experience Overall  (16 years as specialist),Bannerghatta
1695140741-68,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Raja Selvarajan,https://www.practo.com/bangalore/doctor/dr-raja-selvarajan-diabetologist?practice_id=1142534&specialization=General%20Physician&referrer=doctor_listing&page_uid=8598c329-c32f-48f1-8f22-ce53fe569caf,Dr. Raja Selvarajan,"MBBS, MD - Internal Medicine,  FRCP","General Physician,",₹ 750,Medical Registration Verified,17 Years Experience Overall  (13 years as specialist),Domlur
1695140753-69,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Renu Saraogi,https://www.practo.com/bangalore/doctor/dr-renu-saraogi-general-physician?practice_id=685061&specialization=General%20Physician&referrer=doctor_listing&page_uid=8598c329-c32f-48f1-8f22-ce53fe569caf,Dr. Renu Saraogi,MBBS,General Physician,₹ 600,Medical Registration Verified,24 Years Experience Overall,Mahadevapura
1695140763-70,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Kanchan Govindraj,https://www.practo.com/bangalore/doctor/dr-kanchan-govindraj-general-physician?practice_id=776696&specialization=General%20Physician&referrer=doctor_listing&page_uid=8598c329-c32f-48f1-8f22-ce53fe569caf,Dr. Kanchan Govindraj,"MD - General Medicine, MBBS","General Physician,",₹ 850,Medical Registration Verified,11 Years Experience Overall  (6 years as specialist),Kalyan Nagar
1695140785-71,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Suchismitha,https://www.practo.com/bangalore/doctor/dr-suchi-general-physician?practice_id=1403055&specialization=General%20Physician&referrer=doctor_listing&page_uid=d53df616-c6cc-4764-854f-c96a95b724c1,Dr. Suchismitha,"MBBS, MD - General Medicine","General Physician,",₹ 700,Medical Registration Verified,18 Years Experience Overall  (14 years as specialist),Whitefield
1695140797-72,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Dilip Joseph Wilson,https://www.practo.com/bangalore/doctor/dr-dilip-joseph-wilson-family-physician-family?practice_id=711486&specialization=General%20Physician&referrer=doctor_listing&page_uid=d53df616-c6cc-4764-854f-c96a95b724c1,Dr. Dilip Joseph Wilson,MBBS,"General Physician,",₹ 500,Medical Registration Verified,32 Years Experience Overall,Sarjapura
1695140808-73,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Ravi Shankerji Kesari,https://www.practo.com/bangalore/doctor/ravi-shankerji-kesari-internal-medicine?practice_id=1134531&specialization=General%20Physician&referrer=doctor_listing&page_uid=d53df616-c6cc-4764-854f-c96a95b724c1,Dr. Ravi Shankerji Kesari,MD - Physician,General Physician,₹ 600,Medical Registration Verified,19 Years Experience Overall,Koramangla
1695140820-74,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Yeshwanth H,https://www.practo.com/bangalore/doctor/yeshwanth-h-general-physician?practice_id=1326154&specialization=General%20Physician&referrer=doctor_listing&page_uid=d53df616-c6cc-4764-854f-c96a95b724c1,Dr. Yeshwanth H,"MBBS, MD - General Medicine","General Physician,",₹ 400,Medical Registration Verified,17 Years Experience Overall  (3 years as specialist),Banashankari
1695140831-75,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Regina Joseph,https://www.practo.com/bangalore/doctor/regina-joseph-general-physician?practice_id=1351954&specialization=General%20Physician&referrer=doctor_listing&page_uid=d53df616-c6cc-4764-854f-c96a95b724c1,Dr. Regina Joseph,"MBBS, MD - Social & Preventive Medicine / Community Medicine, Fellowship in Aesthetic Medicine (FAM)","General Physician,",₹ 850,Medical Registration Verified,31 Years Experience Overall  (7 years as specialist),Sarjapura
1695140842-76,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. B Rajashekar,https://www.practo.com/bangalore/doctor/dr-rajashekhar-general-physician?practice_id=850172&specialization=General%20Physician&referrer=doctor_listing&page_uid=d53df616-c6cc-4764-854f-c96a95b724c1,Dr. B Rajashekar,"MBBS, MD - General Medicine","General Physician,",₹ 650,Medical Registration Verified,36 Years Experience Overall  (17 years as specialist),Indiranagar
1695140851-77,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Kamal Bhalla,https://www.practo.com/bangalore/doctor/dr-kamal-ballal-internal-medicine?practice_id=930035&specialization=General%20Physician&referrer=doctor_listing&page_uid=d53df616-c6cc-4764-854f-c96a95b724c1,Dr. Kamal Bhalla,"MBBS, MD - General Medicine","Internal Medicine,",₹ 600,Medical Registration Verified,26 Years Experience Overall  (22 years as specialist),Banashankari
1695140862-78,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Kalaivani,https://www.practo.com/bangalore/doctor/dr-kalaivani-cardiologist?practice_id=1322328&specialization=General%20Physician&referrer=doctor_listing&page_uid=d53df616-c6cc-4764-854f-c96a95b724c1,Dr. Kalaivani,"MBBS, MD - General Medicine","General Physician,",₹ 500,Medical Registration Verified,24 Years Experience Overall  (20 years as specialist),Whitefield
1695140874-79,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Rajendra Prasad,https://www.practo.com/bangalore/doctor/dr-rajendra-prasad-1-internal-medicine?practice_id=896645&specialization=General%20Physician&referrer=doctor_listing&page_uid=d53df616-c6cc-4764-854f-c96a95b724c1,Dr. Rajendra Prasad,"MD - General Medicine, MBBS","Internal Medicine,",₹ 700,Medical Registration Verified,36 Years Experience Overall,Indiranagar
1695140884-80,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Purnima K,https://www.practo.com/bangalore/doctor/dr-purnima-k-general-physician?practice_id=1422814&specialization=General%20Physician&referrer=doctor_listing&page_uid=d53df616-c6cc-4764-854f-c96a95b724c1,Dr. Purnima K,"MBBS, DNB - General Medicine","Internal Medicine,",₹ 700,Medical Registration Verified,17 Years Experience Overall  (13 years as specialist),Bomannahalli
1695140906-81,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Amarnath K A,https://www.practo.com/bangalore/doctor/dr-amarnath-k-a-general-physician?practice_id=637575&specialization=General%20Physician&referrer=doctor_listing&page_uid=0aa8fe7c-a562-4019-83c0-319ff1307d57,Dr. Amarnath K A,"MBBS, MD - General Medicine",General Physician,₹ 800,Medical Registration Verified,19 Years Experience Overall,Whitefield
1695140917-82,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Sharada Shekar,https://www.practo.com/bangalore/doctor/dr-mrs-sharda-shekar-internal-medicine?practice_id=1055989&specialization=General%20Physician&referrer=doctor_listing&page_uid=0aa8fe7c-a562-4019-83c0-319ff1307d57,Dr. Sharada Shekar,MBBS,General Physician,₹ 740,Medical Registration Verified,41 Years Experience Overall,Malleswaram
1695140930-83,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Aravind G. M.,https://www.practo.com/bangalore/doctor/dr-aravind-g-m-internal-medicine?practice_id=1041383&specialization=General%20Physician&referrer=doctor_listing&page_uid=0aa8fe7c-a562-4019-83c0-319ff1307d57,Dr. Aravind G. M.,"MBBS, DNB - General Medicine","Internal Medicine,",₹ 650,Medical Registration Verified,22 Years Experience Overall,Rajajinagar
1695140941-84,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Balakrishna GK,https://www.practo.com/bangalore/doctor/dr-balakrisna-gk-internal-medicine?practice_id=664585&specialization=General%20Physician&referrer=doctor_listing&page_uid=0aa8fe7c-a562-4019-83c0-319ff1307d57,Dr. Balakrishna GK,"MBBS, MD - General Medicine","Internal Medicine,",₹ 400,Medical Registration Verified,37 Years Experience Overall  (32 years as specialist),Rajajinagar
1695140951-85,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Anil Kumar Jain,https://www.practo.com/bangalore/doctor/anil-kumar-jain-general-physician?practice_id=768722&specialization=General%20Physician&referrer=doctor_listing&page_uid=0aa8fe7c-a562-4019-83c0-319ff1307d57,Dr. Anil Kumar Jain,MBBS,General Physician,₹ 350,Medical Registration Verified,11 Years Experience Overall,Chickpet
1695140962-86,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Abdul Majid,https://www.practo.com/bangalore/doctor/dr-abdul-majid-dermatologist-cosmetologist?practice_id=1131812&specialization=General%20Physician&referrer=doctor_listing&page_uid=0aa8fe7c-a562-4019-83c0-319ff1307d57,Dr. Abdul Majid,MBBS,General Physician,₹ 950,Medical Registration Verified,46 Years Experience Overall,Jayanagar
1695140974-87,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Pradeep Hosamani,https://www.practo.com/bangalore/doctor/pradeep-hosamani-ear-nose-throat-ent-specialist?practice_id=1055989&specialization=General%20Physician&referrer=doctor_listing&page_uid=0aa8fe7c-a562-4019-83c0-319ff1307d57,Dr. Pradeep Hosamani,"MBBS, MS - ENT, DNB - ENT","ENT/ Otorhinolaryngologist,",₹ 740,Medical Registration Verified,22 Years Experience Overall  (16 years as specialist),Seshadripuram
1695140984-88,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Ashok.M.L,https://www.practo.com/bangalore/doctor/dr-ashok-m-l-1-diabetologist?practice_id=814706&specialization=General%20Physician&referrer=doctor_listing&page_uid=0aa8fe7c-a562-4019-83c0-319ff1307d57,Dr. Ashok.M.L,"MBBS, MD - General Medicine",General Physician,₹ 750,Medical Registration Verified,32 Years Experience Overall,Banashankari
1695140996-89,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Tejeswini Deepak,https://www.practo.com/bangalore/doctor/dr-tejeswini-deepak-diabetologist?practice_id=1134531&specialization=General%20Physician&referrer=doctor_listing&page_uid=0aa8fe7c-a562-4019-83c0-319ff1307d57,Dr. Tejeswini Deepak,"MBBS, MD - General Medicine, Fellow of American College of Endocrinology(FACE)",General Physician,₹ 700,Medical Registration Verified,26 Years Experience Overall,Whitefield
1695141007-90,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Prabha Ramadorai,https://www.practo.com/bangalore/doctor/dr-prabha-ramadorai-general-physician-1?practice_id=1131824&specialization=General%20Physician&referrer=doctor_listing&page_uid=0aa8fe7c-a562-4019-83c0-319ff1307d57,Dr. Prabha Ramadorai,"MBBS, MD - General Medicine","Internal Medicine,",₹ 500,Medical Registration Verified,25 Years Experience Overall  (23 years as specialist),Hebbal
1695141029-91,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Karunesh Kumar H S,https://www.practo.com/bangalore/doctor/karunesh-kumar-h-s-diabetologist?practice_id=901910&specialization=General%20Physician&referrer=doctor_listing&page_uid=44586317-8026-4462-bbae-d426f120e537,Dr. Karunesh Kumar H S,"MBBS, MD - General Medicine","General Physician,",₹ 750,Medical Registration Verified,31 Years Experience Overall,Koramangla
1695141039-92,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Umesh Gupta,https://www.practo.com/bangalore/doctor/dr-umesh-gupta-cardiologist-5?practice_id=637575&specialization=General%20Physician&referrer=doctor_listing&page_uid=44586317-8026-4462-bbae-d426f120e537,Dr. Umesh Gupta,"MBBS, MD - General Medicine, DNB - Cardiology","Internal Medicine,",₹ 800,Medical Registration Verified,20 Years Experience Overall  (19 years as specialist),Rajajinagar
1695141051-93,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Ravishankar Reddy C. R.,https://www.practo.com/bangalore/doctor/dr-ravishankar-reddy-c-r-diabetologist?practice_id=659126&specialization=General%20Physician&referrer=doctor_listing&page_uid=44586317-8026-4462-bbae-d426f120e537,Dr. Ravishankar Reddy C. R.,"MBBS, MD - General Medicine, DNB - Neurology","Neurologist,","₹ 1,000",Medical Registration Verified,30 Years Experience Overall  (15 years as specialist),Koramangla
1695141062-94,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Tejas Suresh Rao,https://www.practo.com/bangalore/doctor/tejas-suresh-rao-general-physician?practice_id=1131812&specialization=General%20Physician&referrer=doctor_listing&page_uid=44586317-8026-4462-bbae-d426f120e537,Dr. Tejas Suresh Rao,"MBBS, MD - General Medicine","General Physician,",₹ 850,Medical Registration Verified,13 Years Experience Overall  (12 years as specialist),Marathahalli
